"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.407994107E1,7.849604487E-1,-2.353623867E0,3.462426186E0
7.408492550E1,1.013334155E0,-2.523442030E0,3.558202744E0
7.408990992E1,1.215561390E0,-2.626498222E0,3.529956818E0
7.409489435E1,1.321995974E0,-2.682684660E0,3.172332764E0
7.409987878E1,1.411752939E0,-2.807562351E0,2.729745865E0
7.410486321E1,1.463529825E0,-2.891309977E0,2.149641037E0
7.410984763E1,1.471811533E0,-2.866620541E0,1.455888748E0
7.411483201E1,1.417507172E0,-2.780694962E0,8.205280304E-1
7.411981638E1,1.353642702E0,-2.690243483E0,2.336807251E-1
7.412480076E1,1.262504101E0,-2.513212442E0,-4.053363800E-1
7.412978513E1,1.165204763E0,-2.325420141E0,-1.000986099E0
7.413476951E1,1.081968069E0,-2.092692137E0,-1.505661964E0
7.413975388E1,9.945518970E-1,-1.823938847E0,-1.953110218E0
7.414473826E1,9.473453164E-1,-1.533144236E0,-2.319564819E0
7.414972263E1,8.697128892E-1,-1.253353834E0,-2.629130840E0
7.415470701E1,7.293835878E-1,-1.051102161E0,-2.805444241E0
7.415969138E1,5.228066444E-1,-8.928672075E-1,-2.929940701E0
7.416467576E1,3.126937449E-1,-8.170555830E-1,-2.978705883E0
7.416966013E1,7.983420044E-2,-7.234835625E-1,-3.080853939E0
7.417464451E1,-7.539324462E-2,-6.359733343E-1,-3.174158096E0
7.417962888E1,-2.198446691E-1,-5.308994055E-1,-3.225054741E0
7.418461326E1,-3.532950580E-1,-4.515678883E-1,-3.176126480E0
7.418959763E1,-4.660408199E-1,-3.792638779E-1,-2.979540348E0
7.419458201E1,-5.918384194E-1,-2.761187553E-1,-2.774048328E0
7.419956638E1,-6.787276268E-1,-2.716455460E-1,-2.650413990E0
7.420455076E1,-7.432153225E-1,-2.704803944E-1,-2.632293224E0
7.420953513E1,-8.017551899E-1,-2.585754395E-1,-2.681159496E0
7.421451951E1,-8.652372360E-1,-2.314141989E-1,-2.725069523E0
7.421950388E1,-8.672589064E-1,-1.657559872E-1,-2.658605099E0
7.422448826E1,-8.119328022E-1,-5.263590813E-2,-2.500875473E0
7.422947263E1,-7.358674407E-1,3.081703186E-2,-2.337967873E0
7.423445701E1,-7.708351612E-1,3.162217140E-2,-2.394624710E0
7.423944138E1,-7.624853253E-1,3.591918945E-2,-2.450624466E0
7.424442576E1,-7.296464443E-1,7.692873478E-2,-2.496385574E0
7.424941013E1,-6.902406216E-1,1.592231989E-1,-2.527191162E0
7.425439451E1,-5.483260155E-1,2.250553370E-1,-2.413929939E0
7.425937888E1,-3.714135587E-1,2.792196274E-1,-2.477222443E0
7.426436326E1,-3.058916330E-1,3.504709005E-1,-2.659615517E0
7.426934763E1,-1.692625880E-1,3.958396912E-1,-2.707600117E0
7.427433201E1,2.855062485E-5,4.488102198E-1,-2.630946159E0
7.427931638E1,9.597384930E-2,4.996415377E-1,-2.525423050E0
7.428430076E1,1.328313351E-1,5.576289892E-1,-2.419732094E0
7.428928154E1,1.283540726E-1,6.034172773E-1,-2.280289650E0
7.429426232E1,1.239458323E-1,6.510671377E-1,-2.025687695E0
7.429924352E1,7.051247358E-2,7.047376633E-1,-1.775442600E0
7.430422524E1,4.855644703E-2,7.639540434E-1,-1.428978920E0
7.430920758E1,7.759904861E-2,8.612542152E-1,-8.619384766E-1
7.431419060E1,1.109230518E-2,9.286992550E-1,-3.328123093E-1
7.431917430E1,-9.186494350E-2,9.322278500E-1,-6.633472443E-2
7.432415868E1,-1.924384236E-1,8.813410997E-1,1.482448578E-1
7.432914373E1,-3.286682367E-1,8.335595131E-1,3.588113785E-1
7.433412940E1,-5.005495548E-1,7.841371298E-1,4.410629272E-1
7.433911560E1,-6.612390280E-1,7.574468851E-1,4.047784805E-1
7.434410227E1,-7.692093849E-1,7.252852917E-1,3.028039932E-1
7.434908930E1,-8.690120578E-1,6.644726992E-1,8.744907379E-2
7.435407654E1,-1.034412503E0,5.857545137E-1,-2.267770767E-1
7.435906388E1,-1.133666277E0,5.238416195E-1,-4.532203674E-1
7.436405123E1,-1.187168956E0,4.895808697E-1,-5.729532242E-1
7.436903560E1,-1.167474270E0,5.318388939E-1,-6.483287811E-1
7.437401998E1,-1.012985110E0,6.181836128E-1,-5.599622726E-1
7.437900435E1,-8.228875399E-1,7.015879154E-1,-2.987365723E-1
7.438398873E1,-6.815960407E-1,7.586543560E-1,-7.551956177E-2
7.438897310E1,-4.721029997E-1,8.090934753E-1,1.094102859E-1
7.439395748E1,-2.356598973E-1,8.581204414E-1,3.657827377E-1
7.439894185E1,-1.373314857E-2,8.868441582E-1,6.740922928E-1
7.440392623E1,2.323045731E-1,9.385852814E-1,1.014984131E0
7.440891060E1,4.309114218E-1,9.799258709E-1,1.220924377E0
7.441389498E1,6.980944872E-1,9.389743805E-1,1.344504356E0
7.441887935E1,9.540253878E-1,9.063792229E-1,1.486031532E0
7.442386373E1,1.207163095E0,9.016375542E-1,1.545042992E0
7.442884810E1,1.503306627E0,9.732186794E-1,1.550427437E0
7.443383248E1,1.861202598E0,1.098164797E0,1.549820900E0
7.443881685E1,2.243046284E0,1.253220320E0,1.662482262E0
7.444380123E1,2.583888054E0,1.400017023E0,1.887898445E0
7.444878560E1,2.745718479E0,1.528769732E0,2.044103622E0
7.445376998E1,2.828608036E0,1.596162319E0,2.298733711E0
7.445875435E1,2.730506420E0,1.539366007E0,2.470464706E0
7.446373873E1,2.635773659E0,1.472305298E0,2.612782478E0
7.446872310E1,2.503916264E0,1.413171530E0,2.707366943E0
7.447370748E1,2.253258228E0,1.322603703E0,2.812128067E0
7.447869185E1,1.923204660E0,1.275988102E0,3.041998863E0
7.448367623E1,1.560678959E0,1.290446281E0,3.716938019E0
7.448866060E1,1.055119991E0,1.268098831E0,4.094655991E0
7.449364498E1,6.233944893E-1,1.145646334E0,4.146659851E0
7.449862935E1,1.800963879E-1,8.560183048E-1,4.035710335E0
7.450361373E1,-2.270739079E-1,4.332942963E-1,3.881399155E0
7.450859810E1,-4.750301838E-1,3.156805038E-2,3.851166725E0
7.451358248E1,-6.140124798E-1,-2.383773327E-1,3.639083862E0
7.451856685E1,-5.168125629E-1,-4.619619846E-1,3.283858299E0
7.452355123E1,-1.945409775E-1,-7.239854336E-1,2.972161293E0
7.452853560E1,2.370507717E-1,-1.023215890E0,2.828169823E0
7.453351998E1,7.546961308E-1,-1.334596515E0,3.056857109E0
7.453850065E1,1.177470446E0,-1.681466818E0,3.193495750E0
7.454348133E1,1.495986223E0,-1.996352553E0,2.903306007E0
7.454846243E1,1.801011801E0,-2.192223549E0,2.621854782E0
7.455344404E1,1.753249884E0,-2.158926964E0,2.444667816E0
7.455842628E1,1.607177734E0,-2.319816589E0,2.590721130E0
7.456340920E1,1.317280293E0,-2.476198912E0,2.696123123E0
7.456839284E1,9.272778034E-1,-2.419322968E0,2.474231720E0
7.457337722E1,4.047648907E-1,-2.088411093E0,2.126352310E0
7.457836227E1,-1.257829666E-1,-1.728723049E0,1.939883232E0
7.458334794E1,-4.990315437E-1,-1.575565219E0,1.834144592E0
7.458833420E1,-6.591742039E-1,-1.543344021E0,1.498784065E0
7.459332091E1,-8.228025436E-1,-1.469845057E0,1.054141998E0
7.459830800E1,-1.103694201E0,-1.287685633E0,7.786188126E-1
7.460329529E1,-1.476442814E0,-1.130463481E0,6.392555237E-1
7.460828268E1,-1.784678698E0,-1.122594595E0,6.553831100E-1
7.461327008E1,-2.093525887E0,-1.135242581E0,5.156307220E-1
7.461825461E1,-2.341815472E0,-1.082040310E0,2.825498581E-1
7.462323899E1,-2.478296757E0,-9.910663366E-1,2.333736420E-2
7.462822336E1,-2.504122257E0,-9.283983707E-1,-3.241500854E-1
7.463320774E1,-2.468615055E0,-8.546727896E-1,-7.215347290E-1
7.463819211E1,-2.388101101E0,-8.021669388E-1,-1.154365540E0
7.464317649E1,-2.259484768E0,-7.693446875E-1,-1.665750980E0
7.464816086E1,-2.079035282E0,-7.402426004E-1,-2.203261375E0
7.465314524E1,-1.855309606E0,-7.035396099E-1,-2.600186825E0
7.465812961E1,-1.652948380E0,-6.861870289E-1,-2.953306198E0
7.466311399E1,-1.416507006E0,-6.433752775E-1,-3.383289337E0
7.466809836E1,-1.118609428E0,-6.355115175E-1,-3.886478901E0
7.467308274E1,-8.803194165E-1,-6.608365774E-1,-4.258325577E0
7.467806711E1,-6.283954382E-1,-6.323329210E-1,-4.384802341E0
7.468305149E1,-3.694669008E-1,-5.271227360E-1,-4.299101830E0
7.468803586E1,-1.506236792E-1,-4.283759594E-1,-4.158040047E0
7.469302024E1,4.849660397E-2,-4.095232487E-1,-4.037014961E0
7.469800461E1,2.366218567E-1,-4.139933586E-1,-3.897278786E0
7.470298899E1,4.396076202E-1,-5.195322037E-1,-3.566663265E0
7.470797336E1,4.698171616E-1,-6.466836929E-1,-3.351625443E0
7.471295774E1,4.445930719E-1,-7.918895483E-1,-3.261705399E0
7.471794211E1,4.248244762E-1,-9.127297401E-1,-3.354655266E0
7.472292649E1,4.886946678E-1,-1.071988106E0,-3.472628117E0
7.472791086E1,5.171133280E-1,-1.131353259E0,-3.558216572E0
7.473289524E1,5.152971745E-1,-1.129641891E0,-3.606645107E0
7.473787961E1,5.114215612E-1,-1.100743651E0,-3.589048862E0
7.474286399E1,4.716578722E-1,-1.083433032E0,-3.557896137E0
7.474784836E1,4.528133869E-1,-1.034762740E0,-3.527358532E0
7.475283274E1,4.198710918E-1,-9.597198963E-1,-3.458801746E0
7.475781711E1,4.620238543E-1,-8.585367203E-1,-3.270573616E0
7.476280149E1,5.072289705E-1,-7.746061087E-1,-2.986597061E0
7.476778586E1,5.455833673E-1,-6.985424757E-1,-2.745548725E0
7.477277024E1,6.051560640E-1,-6.733795404E-1,-2.599848270E0
7.477775461E1,6.516853571E-1,-6.558997631E-1,-2.525348186E0
7.478273899E1,7.085257769E-1,-6.125831604E-1,-2.411869049E0
7.478772336E1,7.901327610E-1,-5.244945288E-1,-2.111178398E0
7.479270774E1,8.064014912E-1,-4.210072756E-1,-1.704772472E0
7.479769211E1,7.815399170E-1,-3.216545582E-1,-1.398339272E0
7.480267649E1,7.397717237E-1,-2.364972830E-1,-1.115111351E0
7.480766086E1,6.430392265E-1,-1.563422680E-1,-8.071165085E-1
7.481264524E1,5.049884319E-1,-3.827905655E-2,-4.646263123E-1
7.481762961E1,4.195237160E-1,2.795283794E-1,-1.255121231E-1
7.482261399E1,3.610388637E-1,4.614007473E-1,9.582233429E-2
7.482759836E1,3.815225363E-1,6.031508446E-1,1.422300339E-1
7.483258274E1,4.812716246E-1,6.765887737E-1,1.333799362E-1
7.483756711E1,6.073106527E-1,7.452273369E-1,1.169252396E-1
7.484255149E1,6.295580268E-1,7.819724083E-1,8.779525757E-2
7.484753586E1,6.426802278E-1,8.797199726E-1,-2.138423920E-2
7.485252024E1,5.885389447E-1,9.883255959E-1,-2.064037323E-1
7.485750461E1,5.153408051E-1,1.033257246E0,-3.004465103E-1
7.486248899E1,4.089425206E-1,1.054308891E0,-3.519792557E-1
7.486747336E1,3.886619806E-1,1.028010368E0,-2.799758911E-1
7.487245774E1,4.250285029E-1,8.874130249E-1,-1.276884079E-1
7.487744211E1,4.567995667E-1,6.460454464E-1,1.001205444E-1
7.488242649E1,3.570538759E-1,5.562086105E-1,6.809272766E-1
7.488741086E1,1.302365661E-1,5.877242088E-1,1.093386650E0
7.489239524E1,-1.791143417E-2,6.485910416E-1,1.366674423E0
7.489737961E1,-1.779850423E-1,7.284784317E-1,1.568110466E0
7.490236399E1,-2.421969473E-1,6.830794811E-1,1.535291672E0
7.490734836E1,-3.238837421E-1,8.520476818E-1,1.636700630E0
7.491233274E1,-4.494493902E-1,1.073615313E0,1.771533966E0
7.491731711E1,-5.518561006E-1,1.176434278E0,1.805555344E0
7.492230149E1,-5.582256317E-1,1.199464321E0,1.762556076E0
7.492728586E1,-5.406552553E-1,1.267454863E0,1.838614464E0
7.493227024E1,-5.820242763E-1,1.246951103E0,1.923477173E0
7.493725461E1,-5.913242102E-1,1.181489468E0,2.002635956E0
7.494223899E1,-2.780403197E-1,1.176108837E0,2.114470482E0
7.494722336E1,-4.665791988E-2,1.110492468E0,2.220999718E0
7.495220774E1,1.634367108E-1,9.887070656E-1,2.269964218E0
7.495719211E1,3.592519462E-1,8.482608795E-1,2.170750618E0
7.496217649E1,5.475451946E-1,8.369781971E-1,2.052740097E0
7.496716086E1,6.911170483E-1,8.968765736E-1,1.873019218E0
7.497214524E1,7.431871891E-1,9.940669537E-1,1.550428391E0
7.497712961E1,6.427349448E-1,1.109621525E0,1.108924866E0
7.498211399E1,3.818139434E-1,1.167731524E0,6.583127975E-1
7.498709836E1,2.473866940E-2,1.126399279E0,1.646699905E-1
7.499208274E1,-3.161678910E-1,1.087382317E0,-2.912216187E-1
7.499706711E1,-6.251893640E-1,1.066317081E0,-6.143093109E-1
7.500205149E1,-8.962283731E-1,1.040250540E0,-7.573595047E-1
7.500703586E1,-1.004220486E0,9.810621738E-1,-7.495012283E-1
7.501202024E1,-1.002000809E0,8.316648006E-1,-5.192041397E-1
7.501700461E1,-1.053829432E0,4.102907181E-1,-2.824401855E-2
7.502198899E1,-9.978203177E-1,3.098249435E-3,6.614274979E-1
7.502697336E1,-8.540027142E-1,-2.817289829E-1,1.330344200E0
7.503195774E1,-6.521962881E-1,-5.894932747E-1,1.931428909E0
7.503694211E1,-4.456475079E-1,-1.055551767E0,2.393640518E0
7.504192644E1,-3.784885406E-1,-1.561590195E0,2.665125847E0
7.504691076E1,-1.416501105E-1,-1.711533070E0,2.937816620E0
7.505189508E1,9.772949666E-2,-1.793727636E0,3.116420746E0
7.505687940E1,1.500080079E-1,-1.885472894E0,2.986002922E0
7.506186373E1,2.046177834E-1,-1.991773605E0,2.666452408E0
7.506684805E1,1.662305295E-1,-2.078910351E0,2.133895874E0
7.507183253E1,9.719182551E-2,-2.054822206E0,1.498098373E0
7.507681701E1,1.269984096E-1,-1.927304268E0,7.584972382E-1
7.508180144E1,1.562305093E-1,-1.713905334E0,5.810165405E-2
7.508678581E1,1.143055558E-1,-1.479780674E0,-6.037788391E-1
7.509177018E1,3.596253693E-2,-1.237765789E0,-1.155956268E0
7.509675456E1,-6.821709871E-2,-1.044231653E0,-1.560638905E0
7.510173894E1,-2.117127776E-1,-8.987405300E-1,-1.803769588E0
7.510672331E1,-4.752384126E-1,-7.677345276E-1,-1.904664516E0
7.511170763E1,-7.571880817E-1,-6.228337288E-1,-1.892037868E0
7.511669196E1,-8.173375130E-1,-8.087193966E-1,-1.828030109E0
7.512167628E1,-9.802488089E-1,-6.505811214E-1,-1.688740253E0
7.512666060E1,-1.102549553E0,-4.315099716E-1,-1.373634338E0
7.513164492E1,-1.228647709E0,-3.056914806E-1,-1.054776192E0
7.513662925E1,-1.182900429E0,-3.460962772E-1,-8.322200775E-1
7.514161357E1,-9.382687807E-1,-6.055598259E-1,-7.344732285E-1
7.514659789E1,-7.820732594E-1,-9.114736319E-1,-8.044834137E-1
7.515158222E1,-6.128849387E-1,-1.153358579E0,-8.269090652E-1
7.515656654E1,-3.880329132E-1,-1.231062412E0,-7.443733215E-1
7.516155086E1,-1.896572113E-1,-1.279240251E0,-4.995031357E-1
7.516653518E1,-1.140645742E-1,-1.356269836E0,-3.074865341E-1
7.517151951E1,-7.092547417E-2,-1.439073205E0,-1.728553772E-1
7.517650383E1,-2.696412802E-2,-1.514038086E0,-7.624721527E-2
7.518148815E1,3.695547581E-2,-1.538626909E0,-6.054687500E-2
7.518647248E1,1.205496192E-1,-1.489237785E0,-1.256303787E-1
7.519145680E1,2.859114110E-1,-1.375865817E0,-2.665519714E-1
7.519644112E1,4.806584120E-1,-1.270206571E0,-4.593343735E-1
7.520142544E1,6.572415829E-1,-1.176676989E0,-6.944274902E-1
7.520640977E1,8.307507038E-1,-1.056800961E0,-9.478778839E-1
7.521139409E1,9.643242359E-1,-9.342203140E-1,-1.147926331E0
7.521637841E1,9.733628631E-1,-7.849410772E-1,-1.366320610E0
7.522136274E1,9.309679270E-1,-6.281993389E-1,-1.516880989E0
7.522634706E1,8.323785067E-1,-4.591587782E-1,-1.681028843E0
7.523133138E1,7.485630512E-1,-3.683967590E-1,-1.854094028E0
7.523631571E1,6.809228659E-1,-3.133337498E-1,-1.988042355E0
7.524130003E1,6.150910854E-1,-2.224442959E-1,-2.149826050E0
7.524628435E1,5.938419700E-1,-1.243278980E-1,-2.344249725E0
7.525126873E1,6.312403679E-1,-3.300833702E-2,-2.494853020E0
7.525625310E1,7.177629471E-1,6.178450584E-2,-2.640121937E0
7.526123748E1,8.294110298E-1,1.224255562E-1,-2.765879154E0
7.526622185E1,9.708833694E-1,2.022244930E-1,-2.867535114E0
7.527120623E1,1.051148415E0,3.155267239E-1,-2.787312984E0
7.527619060E1,1.069989920E0,3.570947647E-1,-2.649801731E0
7.528117498E1,1.089364290E0,3.363568783E-1,-2.450244904E0
7.528615935E1,1.056360364E0,3.102893829E-1,-2.355997086E0
7.529114373E1,9.709681273E-1,2.882652283E-1,-2.333401680E0
7.529612810E1,9.578107595E-1,3.471453190E-1,-2.348970413E0
7.530111248E1,9.980855584E-1,4.441924095E-1,-2.397959709E0
7.530609685E1,1.010651827E0,5.319423676E-1,-2.442162514E0
7.531108123E1,1.024705768E0,6.200730801E-1,-2.438552856E0
7.531606560E1,1.064534783E0,7.375776768E-1,-2.425509453E0
7.532104998E1,1.121549606E0,8.895051479E-1,-2.350477219E0
7.532603435E1,1.235032082E0,9.516267776E-1,-1.859629154E0
7.533101873E1,9.369139671E-1,1.004709005E0,-1.369354248E0
7.533600310E1,6.115345955E-1,1.129099369E0,-8.554229736E-1
7.534098748E1,3.348400593E-1,1.285382032E0,-3.032398224E-1
7.534597185E1,4.357635975E-2,1.434537888E0,5.776882172E-2
7.535095623E1,-4.355904460E-2,1.528483629E0,2.852754593E-1
7.535594060E1,-1.455610991E-2,1.558217764E0,3.888282776E-1
7.536092498E1,-6.546747684E-2,1.577515364E0,3.205089569E-1
7.536590935E1,-1.341278553E-1,1.626190662E0,3.049221039E-1
7.537089373E1,-2.112418413E-1,1.677166224E0,3.463506699E-1
7.537587810E1,-2.685185075E-1,1.688402891E0,4.348793030E-1
7.538086248E1,-3.263161182E-1,1.651582718E0,4.887533188E-1
7.538584685E1,-3.527598977E-1,1.581708193E0,6.129455566E-1
7.539083123E1,-4.305397272E-1,1.508113146E0,8.357868195E-1
7.539581560E1,-5.125383735E-1,1.411915302E0,1.171361923E0
7.540079998E1,-6.138821244E-1,1.331244230E0,1.523855209E0
7.540578435E1,-6.828398108E-1,1.232211113E0,1.874147415E0
7.541076873E1,-6.774528027E-1,1.114475489E0,2.217478752E0
7.541575310E1,-6.794721484E-1,1.015534163E0,2.635356903E0
7.542073748E1,-6.452754140E-1,9.345383644E-1,3.199727058E0
7.542572185E1,-5.502865911E-1,9.417123795E-1,3.839136124E0
7.543070623E1,-3.650554419E-1,1.006003141E0,4.491946220E0
7.543569060E1,-1.406006813E-1,1.048526049E0,5.130117416E0
7.544067498E1,2.493262291E-2,9.615874290E-1,5.692214012E0
7.544565935E1,2.822500467E-2,1.077992439E0,5.982789040E0
7.545064373E1,1.906776428E-2,7.024443150E-1,5.969061852E0
7.545562810E1,5.072617531E-2,2.601971626E-1,5.685067177E0
7.546061248E1,1.429275870E-1,-9.904980659E-3,5.183814049E0
7.546559685E1,1.584904194E-1,-5.474436283E-2,4.518123627E0
7.547058123E1,1.579194069E-1,-1.136255264E-2,3.740627289E0
7.547556560E1,5.865496397E-2,3.288984299E-3,2.970743179E0
7.548054998E1,-2.330988050E-1,8.300232887E-2,2.313261032E0
7.548553435E1,-6.840467453E-1,1.588513851E-1,1.824885368E0
7.549051873E1,-1.185536385E0,1.762106419E-1,1.605246544E0
7.549550310E1,-1.706903934E0,7.977867126E-2,1.591284752E0
7.550048748E1,-2.184417725E0,-1.195168495E-1,1.763154984E0
7.550547185E1,-2.541079521E0,-3.880697489E-1,2.082008362E0
7.551045623E1,-2.819318771E0,-7.025460005E-1,2.442168236E0
7.551544060E1,-3.056211948E0,-1.011528015E0,2.838620186E0
7.552042498E1,-3.201210976E0,-1.350290895E0,3.209193230E0
7.552540935E1,-3.225328922E0,-1.658062458E0,3.530262947E0
7.553039373E1,-3.094385147E0,-1.917273521E0,3.711369514E0
7.553537810E1,-2.817739248E0,-2.191287279E0,3.728997231E0
7.554036248E1,-2.438658714E0,-2.423590660E0,3.554780960E0
7.554534685E1,-2.014472008E0,-2.614788532E0,3.289483070E0
7.555033123E1,-1.673547506E0,-2.712537766E0,3.014645576E0
7.555531560E1,-1.429268956E0,-2.750719070E0,2.653918266E0
7.556029998E1,-1.194613338E0,-2.748379946E0,2.231397629E0
7.556528435E1,-1.006767750E0,-2.652604580E0,1.761580467E0
7.557026873E1,-8.547748327E-1,-2.491927862E0,1.306824684E0
7.557525310E1,-7.515660524E-1,-2.280054092E0,8.862829208E-1
7.558023748E1,-6.956939697E-1,-2.083631992E0,5.047988892E-1
7.558522185E1,-6.765056849E-1,-1.902168632E0,1.575717926E-1
7.559020623E1,-7.460755110E-1,-1.721099615E0,-1.171665192E-1
7.559519060E1,-8.609889746E-1,-1.573919058E0,-2.907867432E-1
7.560017498E1,-9.450342655E-1,-1.412864327E0,-4.447479248E-1
7.560515935E1,-9.987705946E-1,-1.276488543E0,-5.743083954E-1
7.561014373E1,-9.895586967E-1,-1.179261327E0,-7.226104736E-1
7.561512810E1,-9.423559904E-1,-1.106964827E0,-8.753643036E-1
7.562011248E1,-8.534463644E-1,-1.059641480E0,-1.080495834E0
7.562509685E1,-7.333129644E-1,-1.013235092E0,-1.295018196E0
7.563008123E1,-5.492519140E-1,-9.819585681E-1,-1.547719955E0
7.563506560E1,-3.207136393E-1,-9.512935877E-1,-1.829031467E0
7.564004998E1,-1.006419659E-1,-9.162999392E-1,-2.105487347E0
7.564503435E1,1.159800291E-1,-9.006421566E-1,-2.381876945E0
7.565001873E1,3.391107321E-1,-8.754492402E-1,-2.658165932E0
7.565500310E1,5.405498743E-1,-8.835182786E-1,-2.910416126E0
7.565998748E1,7.399393320E-1,-8.768211603E-1,-3.138618946E0
7.566497185E1,9.092648029E-1,-8.553241491E-1,-3.342732430E0
7.566995623E1,1.034536004E0,-8.049348593E-1,-3.537045479E0
7.567494060E1,1.066598773E0,-7.348792553E-1,-3.803062916E0
7.567992498E1,1.082472324E0,-7.646640539E-1,-4.025876522E0
7.568490935E1,1.194340706E0,-7.032417059E-1,-4.066573620E0
7.568989373E1,1.272044897E0,-4.986965656E-1,-3.958824635E0
7.569487810E1,1.135697842E0,-3.528447151E-1,-4.008592129E0
7.569986248E1,9.833354950E-1,-1.939809322E-1,-3.985991955E0
7.570484685E1,8.158128262E-1,-1.515423059E-1,-4.005805492E0
7.570983123E1,8.494255543E-1,-3.889143467E-2,-4.072714329E0
7.571481560E1,9.392792583E-1,6.236600876E-2,-4.110208988E0
7.571979998E1,9.351093173E-1,1.664273739E-1,-4.161475182E0
7.572478435E1,7.834218740E-1,3.020125628E-1,-4.293519974E0
7.572976873E1,7.336483002E-1,4.360395670E-1,-4.386733055E0
7.573475310E1,6.862678528E-1,5.452454090E-1,-4.479493141E0
7.573973748E1,6.664474010E-1,6.304657459E-1,-4.562333107E0
7.574472185E1,5.791242719E-1,7.113653421E-1,-4.673605442E0
7.574970623E1,5.052139759E-1,8.461177349E-1,-4.698694706E0
7.575469060E1,3.918890953E-1,9.780311584E-1,-4.661801815E0
7.575967498E1,2.533525527E-1,1.112689257E0,-4.606232166E0
7.576465935E1,1.609485149E-1,1.226978302E0,-4.460469246E0
7.576964373E1,1.333159208E-1,1.283393621E0,-4.172203064E0
7.577462810E1,1.125710011E-1,1.330120564E0,-3.732124805E0
7.577961248E1,1.219576597E-1,1.323773861E0,-3.183418274E0
7.578459685E1,1.553899646E-1,1.297139883E0,-2.554820061E0
7.578958123E1,1.688066721E-1,1.220651388E0,-1.913247585E0
7.579456560E1,1.765835285E-1,1.160525560E0,-1.349408150E0
7.579954998E1,2.026299834E-1,1.096963644E0,-8.343687057E-1
7.580453435E1,1.843345761E-1,1.048418760E0,-3.201303482E-1
7.580951873E1,1.405923963E-1,1.009301424E0,1.599683762E-1
7.581450310E1,1.049020886E-1,9.932540655E-1,5.534963608E-1
7.581948748E1,1.439908147E-1,9.902434349E-1,8.558435440E-1
7.582447185E1,2.292385697E-1,1.000112057E0,1.052803040E0
7.582945623E1,3.609573841E-1,1.003946304E0,1.225781441E0
7.583444060E1,4.630417824E-1,1.025897384E0,1.379574776E0
7.583942492E1,4.978524745E-1,1.047047138E0,1.504634857E0
7.584440925E1,5.043884516E-1,1.053322315E0,1.586646080E0
7.584939357E1,4.691276550E-1,1.088251829E0,1.740402222E0
7.585437789E1,4.118227959E-1,1.170962930E0,1.975418091E0
7.585936222E1,3.421153128E-1,1.253621340E0,2.210287094E0
7.586434654E1,2.644630075E-1,1.297770619E0,2.435460091E0
7.586933086E1,1.501238346E-1,1.308005452E0,2.660556793E0
7.587431518E1,-9.427666664E-4,1.308391690E0,2.861641884E0
7.587929951E1,-1.839022040E-1,1.303833008E0,3.043511391E0
7.588428383E1,-3.988152146E-1,1.304037452E0,3.287464142E0
7.588926815E1,-6.315661073E-1,1.294473171E0,3.583874702E0
7.589425248E1,-8.303698301E-1,1.274712801E0,3.870515823E0
7.589923680E1,-9.247913361E-1,1.282454491E0,4.176090240E0
7.590422112E1,-9.305835962E-1,1.307336092E0,4.467116356E0
7.590920544E1,-9.301823378E-1,1.391457677E0,4.691062927E0
7.591418977E1,-8.383740783E-1,1.519686580E0,4.800227165E0
7.591917409E1,-7.222400904E-1,1.676971078E0,4.818773270E0
7.592415841E1,-6.817808747E-1,1.877357125E0,4.742123604E0
7.592914274E1,-7.595200539E-1,1.972197294E0,4.527469635E0
7.593412706E1,-9.350680709E-1,1.952010393E0,4.112943649E0
7.593911138E1,-1.201496482E0,1.898888707E0,3.508450508E0
7.594409571E1,-1.531838417E0,1.800725460E0,2.838438034E0
7.594908003E1,-1.870751858E0,1.593087077E0,2.236662865E0
7.595406435E1,-2.130372763E0,1.340849638E0,1.774431229E0
7.595904868E1,-2.267106533E0,1.089030385E0,1.513421059E0
7.596403300E1,-2.267624140E0,7.957437038E-1,1.505692482E0
7.596901732E1,-2.158054829E0,4.374872446E-1,1.803303719E0
7.597400164E1,-1.907141447E0,7.596373558E-2,2.238430023E0
7.597898597E1,-1.554034710E0,-3.135075569E-1,2.720140457E0
7.598397029E1,-1.171413422E0,-7.319873571E-1,3.210277557E0
7.598895461E1,-8.652932644E-1,-1.252433062E0,3.622935295E0
7.599393894E1,-4.831886292E-1,-1.765993237E0,3.967963219E0
7.599892326E1,-4.186521769E-1,-2.245362282E0,4.236000061E0
7.600390758E1,-2.128822803E-1,-2.596367359E0,4.389054298E0
7.600889190E1,4.726064205E-2,-2.734456539E0,4.436992645E0
7.601387623E1,3.128336668E-1,-2.756360054E0,4.370367050E0
7.601886060E1,5.399522185E-1,-2.744048595E0,4.165367126E0
7.602384498E1,7.042905092E-1,-2.712152958E0,3.807771683E0
7.602882935E1,7.625533342E-1,-2.622028589E0,3.364586830E0
7.603381373E1,7.678812742E-1,-2.530659437E0,2.883702278E0
7.603879487E1,7.167226076E-1,-2.442363977E0,2.389137268E0
7.604377602E1,6.152061224E-1,-2.327716589E0,1.847466469E0
7.604875758E1,4.632062912E-1,-2.199882984E0,1.282424927E0
7.605373966E1,3.517918587E-1,-2.067577124E0,7.465152740E-1
7.605872232E1,2.812625766E-1,-1.930052042E0,2.539577484E-1
