"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.028559943E1,-1.445544958E-1,-2.550601959E-2,4.217934608E-2
4.029058391E1,-1.522098184E-1,-4.020690918E-2,1.604819298E-2
4.029556838E1,-1.742095947E-1,-3.583145142E-2,2.362179756E-2
4.030055286E1,-2.057700753E-1,-2.676963806E-2,1.235008240E-2
4.030553734E1,-2.418181300E-1,-1.783943176E-2,1.091217995E-2
4.031052182E1,-2.632889152E-1,-2.326202393E-2,4.866838455E-3
4.031550630E1,-3.130181432E-1,9.349822998E-3,3.589868546E-3
4.032049078E1,-3.479064107E-1,2.268028259E-2,-2.143955231E-2
4.032547526E1,-3.775679469E-1,4.538726807E-2,-4.630494118E-2
4.033045974E1,-3.973209262E-1,5.840969086E-2,-6.629896164E-2
4.033544422E1,-4.263148308E-1,5.707263947E-2,-9.564805031E-2
4.034042870E1,-4.359048009E-1,6.049251556E-2,-9.632635117E-2
4.034541318E1,-4.214658141E-1,6.388664246E-2,-1.303477287E-1
4.035039766E1,-3.927569389E-1,6.724834442E-2,-1.261515617E-1
4.035538214E1,-3.831371665E-1,4.684638977E-2,-1.315906048E-1
4.036036662E1,-3.354928493E-1,2.873420715E-3,-1.180531979E-1
4.036535109E1,-2.881289124E-1,-2.648735046E-2,-1.189365387E-1
4.037033557E1,-2.362214923E-1,-6.036758423E-2,-9.134387970E-2
4.037532005E1,-1.940925717E-1,-7.498168945E-2,-8.300209045E-2
4.038030453E1,-1.665593386E-1,-8.951568604E-2,-6.506013870E-2
4.038528901E1,-1.392163634E-1,-8.497142792E-2,-3.289437294E-2
4.039027349E1,-1.358777285E-1,-6.624889374E-2,-5.606651306E-3
4.039525797E1,-1.325011849E-1,-4.771232605E-2,2.154159546E-2
4.040024245E1,-1.387076378E-1,-2.936077118E-2,4.861259460E-2
4.040522693E1,-1.401369572E-1,3.087997437E-3,8.968687057E-2
4.041021141E1,-1.557346582E-1,-2.716064453E-3,9.711837769E-2
4.041519588E1,-1.805874705E-1,-1.321506500E-2,1.139032841E-1
4.042018036E1,-1.909990907E-1,-9.341239929E-3,1.351263523E-1
4.042516484E1,-2.296907306E-1,-1.974105835E-2,1.370930672E-1
4.043014932E1,-2.631375194E-1,-4.905986786E-2,1.342597008E-1
4.043513380E1,-2.961108685E-1,-9.238719940E-2,1.218869686E-1
4.044011828E1,-3.095327616E-1,-1.164236069E-1,1.240022182E-1
4.044510276E1,-3.367553949E-1,-1.545648575E-1,1.024470329E-1
4.045008724E1,-3.491348028E-1,-1.687345505E-1,8.126735687E-2
4.045507172E1,-3.468095064E-1,-1.923437119E-1,5.084657669E-2
4.046005620E1,-3.251889944E-1,-2.111177444E-1,1.981258392E-3
4.046504068E1,-3.128664494E-1,-2.345933914E-1,-4.145979881E-2
4.047002516E1,-2.907562256E-1,-2.532300949E-1,-7.480692863E-2
4.047500964E1,-2.448208332E-1,-2.813329697E-1,-1.217484474E-1
4.047999412E1,-2.037975788E-1,-2.666034698E-1,-1.631047726E-1
4.048497859E1,-1.677820683E-1,-2.473754883E-1,-1.989066601E-1
4.048996307E1,-1.367810965E-1,-2.284603119E-1,-2.148318291E-1
4.049494755E1,-1.201878786E-1,-1.861133575E-1,-2.253246307E-1
4.049993203E1,-8.951878548E-2,-1.443061829E-1,-2.492353916E-1
4.050491651E1,-9.238994122E-2,-1.172695160E-1,-2.437608242E-1
4.050990099E1,-8.098876476E-2,-6.689834595E-2,-2.281398773E-1
4.051488547E1,-7.921528816E-2,-5.985736847E-2,-2.167351246E-1
4.051986995E1,-8.700454235E-2,-2.931308746E-2,-2.189762592E-1
4.052485443E1,-6.632792950E-2,-1.817703247E-2,-1.825983524E-1
4.052983891E1,-5.525064468E-2,-2.564430237E-3,-1.791543961E-1
4.053482338E1,-5.371904373E-2,3.262519836E-3,-1.562252045E-1
4.053980786E1,-2.846479416E-2,-5.826950073E-4,-1.283185482E-1
4.054479234E1,-2.233445644E-2,-9.259223938E-3,-1.193113327E-1
4.054977682E1,-1.633620262E-2,-1.317691803E-2,-1.291897297E-1
4.055476130E1,-3.899693489E-2,-2.185249329E-2,-1.436073780E-1
4.055974578E1,-6.143712997E-2,-2.104759216E-2,-1.386847496E-1
4.056473026E1,-5.989205837E-2,-1.556873322E-2,-1.526579857E-1
4.056971474E1,-3.457427025E-2,-6.961822510E-4,-1.616716385E-1
4.057469922E1,-2.383267879E-2,-1.448917389E-2,-1.704599857E-1
4.057968370E1,-1.803553104E-2,2.876281738E-2,-1.695346832E-1
4.058466818E1,-3.136432171E-2,3.362083435E-2,-1.542656422E-1
4.058965266E1,-1.955986023E-3,1.941108704E-2,-1.438033581E-1
4.059463714E1,1.295423508E-2,-4.229545593E-3,-1.380844116E-1
4.059962162E1,3.712642193E-2,-8.697509766E-3,-1.086516380E-1
4.060460609E1,4.665040970E-2,-1.312732697E-2,-8.422398567E-2
4.060959057E1,6.053757668E-2,6.205558777E-3,-6.463551521E-2
4.061457505E1,8.364403248E-2,1.637458801E-3,-4.998993874E-2
4.061955953E1,1.016532183E-1,-1.715564728E-2,-2.592778206E-2
4.062454401E1,9.089362621E-2,-2.541542053E-3,1.210856438E-2
4.062952849E1,9.432828426E-2,-2.129077911E-2,4.506468773E-2
4.063451297E1,9.759438038E-2,-1.842498779E-3,6.328773499E-2
4.063949745E1,8.641350269E-2,2.697753906E-2,6.224083900E-2
4.064448193E1,7.515096664E-2,3.186511993E-2,7.052612305E-2
4.064946641E1,8.268880844E-2,2.254390717E-2,6.428050995E-2
4.065445088E1,4.718852043E-2,2.288627625E-2,6.731867790E-2
4.065943536E1,6.968021393E-3,3.759002686E-2,4.623889923E-2
4.066441984E1,-4.418849945E-3,6.173896790E-2,2.977013588E-2
4.066940432E1,3.353714943E-3,5.257034302E-2,1.292228699E-2
4.067438880E1,2.530825138E-2,7.209300995E-2,1.947760582E-2
4.067937328E1,5.660784245E-2,7.255554199E-2,1.133823395E-2
4.068435776E1,7.813179493E-2,8.264636993E-2,-2.096819878E-2
4.068934224E1,9.957194328E-2,1.069917679E-1,-2.966356277E-2
4.069432672E1,1.162301302E-1,1.264429092E-1,-2.434325218E-2
4.069931120E1,1.422785521E-1,1.457748413E-1,-2.401304245E-2
4.070429568E1,1.726839542E-1,1.840028763E-1,-1.435923576E-2
4.070928016E1,2.122262716E-1,1.934270859E-1,-9.544849396E-3
4.071426464E1,2.370374203E-1,2.075042725E-1,3.330469131E-2
4.071924912E1,2.518713474E-1,2.214822769E-1,6.157565117E-2
4.072423359E1,2.189061642E-1,2.400970459E-1,1.038861275E-1
4.072921807E1,2.192007303E-1,2.681121826E-1,1.267402172E-1
4.073420255E1,1.812655926E-1,3.149633408E-1,1.539862156E-1
4.073918703E1,1.292870045E-1,3.377180099E-1,1.856517792E-1
4.074417151E1,1.679258347E-1,3.128824234E-1,1.882810593E-1
4.074915599E1,1.918790340E-1,2.883348465E-1,1.906483173E-1
4.075414047E1,1.395732164E-1,3.353271484E-1,1.926653385E-1
4.075912495E1,1.210706234E-1,3.677787781E-1,1.705377102E-1
4.076410943E1,1.074067354E-1,4.095735550E-1,1.672239304E-1
4.076909391E1,1.032238007E-1,4.036970139E-1,1.634626389E-1
4.077407838E1,7.522249222E-2,3.837795258E-1,1.402776241E-1
4.077906286E1,9.009873867E-2,3.831405640E-1,1.264333725E-1
4.078404734E1,1.046930552E-1,3.636779785E-1,1.074957848E-1
4.078902828E1,1.236926317E-1,3.302898407E-1,8.830761909E-2
4.079400922E1,1.377263069E-1,3.020954132E-1,9.251403809E-2
4.079899057E1,1.753125191E-1,2.885341644E-1,8.198809624E-2
4.080397245E1,2.077629566E-1,2.799940109E-1,7.107782364E-2
4.080895495E1,2.161756754E-1,2.716636658E-1,7.408022881E-2
4.081393812E1,2.483166456E-1,2.397603989E-1,6.722068787E-2
4.081892198E1,2.896167636E-1,2.509517670E-1,6.016063690E-2
4.082390651E1,3.115403652E-1,2.716236115E-1,4.818749428E-2
4.082889172E1,3.523153663E-1,2.826862335E-1,3.135752678E-2
4.083387755E1,3.784160018E-1,3.127012253E-1,7.153153419E-2
4.083886391E1,3.850281835E-1,3.521375656E-1,1.204419136E-1
4.084385068E1,4.007280469E-1,3.772239685E-1,1.589100361E-1
4.084883776E1,4.207698107E-1,3.975830078E-1,1.774721146E-1
4.085382505E1,4.308402538E-1,4.179925919E-1,2.000780106E-1
4.085881240E1,4.215576649E-1,4.147100449E-1,2.361779213E-1
4.086379938E1,4.261648655E-1,4.164209366E-1,2.619919777E-1
4.086878380E1,4.256675243E-1,4.230928421E-1,2.917680740E-1
4.087376823E1,4.008733034E-1,4.062271118E-1,2.922334671E-1
4.087875266E1,3.521760106E-1,3.754854202E-1,2.351500988E-1
4.088373708E1,3.178409934E-1,3.071775436E-1,1.543982029E-1
4.088872151E1,2.403985262E-1,1.826772690E-1,8.814716339E-2
4.089370594E1,1.439795494E-1,4.046058655E-2,2.669811249E-2
4.089869036E1,4.322338104E-2,-1.193237305E-1,-3.959155083E-2
4.090367479E1,2.449750900E-4,-3.061046600E-1,-9.633517265E-2
4.090865922E1,-9.009122849E-3,-4.959211349E-1,-1.199204922E-1
4.091364365E1,2.951776981E-2,-6.459741592E-1,-1.582725048E-1
4.091862807E1,7.739460468E-2,-7.376747131E-1,-2.110185623E-1
4.092361250E1,8.207666874E-2,-7.573432922E-1,-2.919478416E-1
4.092859693E1,5.336296558E-2,-7.104320526E-1,-3.624835014E-1
4.093358135E1,-2.297806740E-2,-6.213703156E-1,-3.841991425E-1
4.093856578E1,-1.179407835E-1,-5.095415115E-1,-3.716666698E-1
4.094355021E1,-2.124698162E-1,-3.893432617E-1,-3.062551022E-1
4.094853464E1,-2.589861155E-1,-2.893037796E-1,-2.265374660E-1
4.095351906E1,-2.815086842E-1,-1.996021271E-1,-1.521632671E-1
4.095850349E1,-2.706015110E-1,-1.628131866E-1,-8.813452721E-2
4.096348792E1,-2.548748255E-1,-1.594696045E-1,-4.878091812E-2
4.096847234E1,-2.439014912E-1,-1.940908432E-1,-3.847527504E-2
4.097345677E1,-2.897627354E-1,-2.046575546E-1,-2.369356155E-2
4.097844120E1,-3.350064754E-1,-2.389402390E-1,-2.794075012E-2
4.098342562E1,-3.700281382E-1,-2.302722931E-1,1.541543007E-2
4.098841005E1,-3.808932304E-1,-2.121982574E-1,8.215045929E-2
4.099339448E1,-4.103593826E-1,-1.467714310E-1,1.338925362E-1
4.099837891E1,-4.153956175E-1,-1.008272171E-1,1.515908241E-1
4.100336333E1,-4.150334597E-1,-6.943798065E-2,1.401627064E-1
4.100834776E1,-4.044618607E-1,-9.769439697E-3,9.512686729E-2
4.101333219E1,-3.597884178E-1,3.042411804E-2,2.627277374E-2
4.101831662E1,-2.768511772E-1,5.127143860E-2,-1.847887039E-2
4.102330104E1,-2.227272987E-1,7.192134857E-2,-7.244706154E-2
4.102828552E1,-1.118386984E-1,1.018295288E-1,-9.736585617E-2
4.103327000E1,-2.059340477E-3,1.409273148E-1,-7.434225082E-2
4.103817521E1,1.063967943E-1,1.700744629E-1,-4.618811607E-2
4.104308677E1,1.609184742E-1,1.988792419E-1,2.510952950E-2
4.104800734E1,1.237702370E-1,2.131500244E-1,1.248595715E-1
4.105293912E1,4.332888126E-2,2.272357941E-1,2.338359356E-1
4.105788375E1,-8.499383926E-3,2.459707260E-1,3.420531750E-1
4.106284234E1,-3.613746166E-2,2.788562775E-1,4.396457672E-1
4.106781536E1,-7.762277126E-2,3.021602631E-1,5.547003746E-1
4.107280271E1,-9.470987320E-2,2.875795364E-1,5.964276791E-1
4.107780370E1,-1.160150766E-1,2.876853943E-1,5.653228760E-1
4.108281714E1,-1.081749201E-1,2.785501480E-1,4.479150772E-1
4.108784135E1,-4.290127754E-2,2.601318359E-1,3.022718430E-1
4.109287432E1,2.683603764E-2,2.276401520E-1,1.528820992E-1
4.109791375E1,5.303692818E-2,1.811361313E-1,2.391457558E-2
4.110295719E1,3.120779991E-2,1.396369934E-1,-7.018828392E-2
4.110800208E1,1.874411106E-2,9.353733063E-2,-1.389842033E-1
4.111302266E1,1.290202141E-3,3.809452057E-2,-1.778028011E-1
4.111800714E1,-4.968810081E-2,-2.185249329E-2,-1.678955555E-1
4.112299162E1,-1.529613733E-1,-7.670497894E-2,-1.431102753E-1
4.112797609E1,-2.651592493E-1,-1.216983795E-1,-9.910798073E-2
4.113296052E1,-3.050745726E-1,-1.711244583E-1,-6.007432938E-2
4.113794495E1,-3.207153082E-1,-2.106285095E-1,-4.524970055E-2
4.114292938E1,-3.359843493E-1,-2.687549591E-1,-5.929660797E-2
4.114791380E1,-3.365831375E-1,-2.836618423E-1,-8.760476112E-2
4.115289823E1,-3.225858212E-1,-2.747068405E-1,-1.490490437E-1
4.115788266E1,-2.752399445E-1,-2.658967972E-1,-1.813485622E-1
4.116286708E1,-2.091598511E-1,-2.430324554E-1,-1.702954769E-1
4.116785151E1,-1.389991045E-1,-1.777133942E-1,-1.399796009E-1
4.117283594E1,-8.381271362E-2,-1.320476532E-1,-1.047060490E-1
4.117782036E1,-3.883850574E-2,-9.161758423E-2,-7.400798798E-2
4.118280479E1,-2.296400070E-2,-5.160617828E-2,-3.843784332E-2
4.118778922E1,-1.672089100E-2,-2.626037598E-2,-3.135943413E-2
4.119277365E1,8.489012718E-3,-2.488613129E-2,-4.803609848E-2
4.119775807E1,3.847932816E-2,-4.256629944E-2,-6.925439835E-2
4.120274250E1,4.480898380E-2,-3.635883331E-2,-9.992957115E-2
4.120772693E1,8.477532864E-2,-4.446887970E-2,-1.732006073E-1
4.121271135E1,1.343748569E-1,-4.781913757E-2,-2.695984840E-1
4.121769578E1,1.553768516E-1,-6.548118591E-2,-3.459913731E-1
4.122268021E1,1.718043685E-1,-5.465126038E-2,-4.023749828E-1
4.122766464E1,1.788694263E-1,-3.931903839E-2,-4.246094227E-1
4.123264906E1,2.050284147E-1,-3.852939606E-2,-4.033775330E-1
4.123763349E1,2.216033936E-1,-4.622459412E-3,-3.344793320E-1
4.124261792E1,2.714740634E-1,1.941108704E-2,-2.231636047E-1
4.124760234E1,3.162834644E-1,4.799842834E-2,-1.080894470E-1
4.125258677E1,3.511782885E-1,6.220817566E-2,1.041650772E-2
4.125757120E1,3.713383079E-1,5.748748779E-2,1.321122646E-1
4.126255563E1,3.532563448E-1,2.926158905E-2,2.236285210E-1
4.126754005E1,3.067129850E-1,6.278991699E-3,2.850141525E-1
4.127252448E1,3.127399683E-1,-6.783485413E-3,3.213295937E-1
4.127750891E1,2.995667458E-1,-3.378772736E-2,3.139591217E-1
4.128249333E1,3.099434376E-1,-5.563449860E-2,2.728509903E-1
4.128747776E1,3.294279575E-1,-6.768798828E-2,2.175264359E-1
4.129246219E1,3.912297487E-1,-1.317539215E-1,1.385686398E-1
4.129744662E1,4.761896729E-1,-1.524868011E-1,5.055260658E-2
4.130243104E1,5.413771868E-1,-1.682376862E-1,-3.694891930E-2
4.130741552E1,6.248180866E-1,-1.933355331E-1,-9.049201012E-2
4.131240000E1,6.503786445E-1,-2.229223251E-1,-1.389777660E-1
4.131738448E1,6.848937869E-1,-2.427301407E-1,-1.680924892E-1
4.132236896E1,6.951969266E-1,-2.480945587E-1,-1.590530872E-1
4.132735344E1,7.289113402E-1,-2.581653595E-1,-1.595087051E-1
4.133233792E1,7.478760481E-1,-2.491159439E-1,-1.220822334E-1
4.133732240E1,7.522311211E-1,-2.353715897E-1,-7.550644875E-2
4.134230688E1,7.705388665E-1,-1.789922714E-1,-3.405237198E-2
4.134729135E1,7.553763986E-1,-1.183071136E-1,-1.204967499E-2
4.135227583E1,7.402780652E-1,-9.609603882E-2,4.767251015E-2
4.135726031E1,6.920682192E-1,-5.503177643E-2,1.066918373E-1
4.136224479E1,6.584922671E-1,4.779815674E-3,1.980612278E-1
4.136722927E1,6.062253118E-1,4.998207092E-2,2.786149979E-1
4.137221375E1,5.969778299E-1,9.024715424E-2,3.482873440E-1
4.137719823E1,5.544967651E-1,1.255903244E-1,4.024770260E-1
4.138218271E1,5.074959397E-1,1.560297012E-1,4.224202633E-1
4.138716719E1,4.512834549E-1,1.721143723E-1,4.131126404E-1
4.139215167E1,4.142597318E-1,1.834030151E-1,3.893151283E-1
4.139713615E1,3.630322814E-1,1.804037094E-1,3.892674446E-1
4.140212062E1,3.072998524E-1,1.917123795E-1,3.700578213E-1
4.140710510E1,2.850869894E-1,1.792068481E-1,3.271470070E-1
4.141208958E1,2.534018755E-1,1.572952271E-1,2.893645763E-1
4.141707406E1,2.456490397E-1,1.118049622E-1,2.281646729E-1
4.142205854E1,2.189781070E-1,7.139587402E-2,1.818177700E-1
4.142704302E1,2.066606283E-1,2.178955078E-2,1.454603672E-1
4.143202750E1,2.040016055E-1,-1.322364807E-2,1.285645962E-1
4.143701198E1,2.060966492E-1,-3.849601746E-2,1.261794567E-1
4.144199646E1,1.701459289E-1,-6.837177277E-2,1.335091591E-1
4.144698094E1,1.154102087E-1,-1.217641830E-1,1.503236294E-1
4.145196542E1,6.105256081E-2,-1.510076523E-1,1.718559265E-1
4.145694990E1,-3.559321165E-2,-1.610441208E-1,1.837625504E-1
4.146193438E1,-1.314504743E-1,-1.663026810E-1,1.862258911E-1
4.146691885E1,-2.691860199E-1,-1.763353348E-1,1.841294765E-1
4.147190333E1,-3.960550427E-1,-1.863765717E-1,1.585605145E-1
4.147688781E1,-5.168108344E-1,-1.916790009E-1,1.524374485E-1
4.148187229E1,-5.982488394E-1,-1.590328217E-1,1.038267612E-1
4.148685677E1,-6.739306450E-1,-1.600294113E-1,6.552982330E-2
4.149184125E1,-7.343282104E-1,-1.136569977E-1,3.741598129E-2
4.149682573E1,-7.272782326E-1,-9.157848358E-2,1.006817818E-2
4.150181021E1,-7.152199745E-1,-7.460880280E-2,2.573728561E-3
4.150679469E1,-6.980431080E-1,-6.745052338E-2,1.946616173E-2
4.151177917E1,-6.807867289E-1,-8.897399902E-2,6.519079208E-2
4.151676365E1,-6.300724745E-1,-1.246500015E-1,9.652495384E-2
4.152174812E1,-5.701097250E-1,-1.173505783E-1,1.087870598E-1
4.152673260E1,-5.058178902E-1,-9.118461609E-2,9.270524979E-2
4.153171708E1,-4.657609463E-1,-8.905124664E-2,1.292880774E-1
4.153670156E1,-4.117928147E-1,-8.224964142E-2,1.563323736E-1
4.154168604E1,-3.820607066E-1,-6.133365631E-2,1.834815741E-1
4.154667052E1,-3.431825638E-1,-3.111934662E-2,2.105392218E-1
4.155165500E1,-3.046579957E-1,5.107975006E-2,1.946123838E-1
4.155663948E1,-2.806222439E-1,8.509826660E-2,2.120658159E-1
4.156162396E1,-2.424638271E-1,1.853199005E-1,2.103033066E-1
4.156660844E1,-1.998310685E-1,2.467556000E-1,2.036066055E-1
4.157159292E1,-2.002571225E-1,2.696743011E-1,1.875234842E-1
4.157657740E1,-1.959695816E-1,2.354049683E-1,1.811341047E-1
4.158156188E1,-2.251501679E-1,1.586685181E-1,1.226967573E-1
4.158654635E1,-2.778609991E-1,5.876731873E-2,5.077958107E-2
4.159153083E1,-2.780292630E-1,-3.087806702E-2,-5.914688110E-3
4.159651531E1,-3.115148544E-1,-1.341199875E-1,-4.741263390E-2
4.160149979E1,-3.068014979E-1,-2.128458023E-1,-6.439852715E-2
4.160648427E1,-2.642070055E-1,-3.004999161E-1,-7.132172585E-2
4.161146875E1,-2.222247124E-1,-3.209943771E-1,-8.261561394E-2
4.161645323E1,-1.618447304E-1,-3.128757477E-1,-6.025886536E-2
4.162143771E1,-1.023576260E-1,-2.478532791E-1,-3.790593147E-2
4.162642219E1,-5.801200867E-2,-1.406583786E-1,-1.550197601E-2
4.163140667E1,4.615783691E-3,-5.337047577E-2,1.641535759E-2
4.163639115E1,5.668938160E-2,4.747200012E-2,7.182657719E-2
4.164137562E1,6.049221754E-2,1.617631912E-1,1.171842813E-1
4.164636010E1,8.300989866E-2,2.086620331E-1,1.715466976E-1
4.165134458E1,2.927041054E-2,3.027410507E-1,1.870834827E-1
4.165632906E1,9.586572647E-3,3.248271942E-1,1.927540302E-1
4.166131349E1,-9.705424309E-3,2.849969864E-1,1.840395927E-1
4.166629792E1,-4.748195410E-2,2.170009613E-1,1.420593262E-1
4.167128234E1,-7.986849546E-2,1.258001328E-1,1.099342108E-1
4.167626677E1,-8.790886402E-2,1.633453369E-2,3.536379337E-2
4.168125120E1,-1.145215631E-1,-5.428314209E-2,-1.947546005E-2
4.168623562E1,-1.451324224E-1,-1.195487976E-1,-7.411837578E-2
4.169122005E1,-1.274538636E-1,-1.557731628E-1,-1.475176811E-1
4.169620448E1,-1.189178228E-1,-1.537485123E-1,-2.297875881E-1
4.170118891E1,-1.148021221E-1,-1.565465927E-1,-2.874960899E-1
4.170617333E1,-8.191156387E-2,-1.641435623E-1,-2.874975204E-1
4.171115776E1,-7.765197754E-2,-1.480121613E-1,-2.586843967E-1
4.171614219E1,-3.532946110E-2,-1.510267258E-1,-1.920764446E-1
4.172112662E1,-3.601771593E-2,-1.255655289E-1,-1.258647442E-1
4.172611104E1,-2.232646942E-2,-1.003265381E-1,-1.029338837E-1
4.173109547E1,7.227659225E-4,-7.531166077E-2,-5.637574196E-2
4.173607990E1,9.420335293E-3,-6.000328064E-2,1.350891590E-2
4.174106432E1,6.079596281E-2,-8.278751373E-2,7.794106007E-2
4.174604875E1,1.022492647E-1,-5.783081055E-2,1.320204735E-1
4.175103318E1,1.621126533E-1,-5.675220490E-2,1.806287766E-1
4.175601760E1,1.833005548E-1,-3.186130524E-2,2.047677040E-1
4.176100203E1,2.658848763E-1,-3.561210632E-2,2.142283916E-1
4.176598646E1,3.615047932E-1,-2.505016327E-2,2.188531160E-1
4.177097089E1,3.558957577E-1,3.293418884E-2,2.045515776E-1
4.177595531E1,3.541668057E-1,5.718708038E-2,2.524247169E-1
4.178093974E1,2.900100350E-1,1.049613953E-1,3.097027540E-1
4.178592417E1,1.451973319E-1,1.476354599E-1,3.474165201E-1
4.179090859E1,2.995091677E-2,1.236000061E-1,3.652319908E-1
4.179589302E1,-8.899337053E-2,9.997367859E-2,3.628227711E-1
4.180087745E1,-1.544950604E-1,6.728553772E-2,3.116714954E-1
4.180586188E1,-2.096791863E-1,1.797676086E-3,2.172640562E-1
4.181084630E1,-1.930442452E-1,-4.880332947E-2,1.325911283E-1
4.181583073E1,-1.670696139E-1,-1.085071564E-1,6.297254562E-2
4.182081516E1,-1.081190109E-1,-1.535444260E-1,3.228616714E-2
4.182579958E1,-5.917197466E-2,-1.887855530E-1,2.120375633E-2
4.183078401E1,-5.858540535E-3,-2.000341415E-1,4.364323616E-2
4.183576844E1,5.664485693E-2,-2.206878662E-1,6.583034992E-2
4.184075287E1,1.280992031E-1,-2.269210815E-1,8.304059505E-2
4.184573729E1,1.846173406E-1,-2.236185074E-1,1.049197912E-1
4.185072172E1,2.215346694E-1,-2.061185837E-1,1.077342033E-1
4.185570615E1,2.343169451E-1,-1.697845459E-1,7.259786129E-2
4.186069057E1,2.421385348E-1,-1.385421753E-1,9.467005730E-3
4.186567505E1,2.214171886E-1,-1.076316833E-1,-7.654583454E-2
4.187065953E1,2.294334471E-1,-9.600734711E-2,-1.379688978E-1
4.187564401E1,2.375558317E-1,-7.978916168E-2,-1.701718569E-1
4.188062849E1,2.505413890E-1,-8.272647858E-2,-1.830484867E-1
4.188561297E1,2.351916730E-1,-7.616519928E-2,-1.530612707E-1
4.189059745E1,2.486832738E-1,-8.392429352E-2,-1.375521421E-1
4.189558193E1,2.527559996E-1,-6.791305542E-2,-1.268069744E-1
4.190056641E1,2.760294378E-1,-8.057403564E-2,-1.397285461E-1
4.190555089E1,2.896310687E-1,-8.845615387E-2,-1.046836376E-1
4.191053536E1,3.031094074E-1,-8.684062958E-2,-5.535268784E-2
4.191551984E1,2.830862999E-1,-9.951591492E-2,1.275336742E-2
4.192050432E1,2.535949647E-1,-1.026039124E-1,7.089710236E-2
4.192548880E1,2.145935893E-1,-1.151542664E-1,1.143168211E-1
4.193047328E1,1.518773735E-1,-1.180849075E-1,1.383464336E-1
4.193545776E1,8.469530940E-2,-1.162424088E-1,1.479716301E-1
4.194044224E1,2.732491493E-2,-1.049394608E-1,1.766674519E-1
4.194542672E1,-5.360099673E-2,-9.850978851E-2,1.816003323E-1
4.195041120E1,-1.481757164E-1,-8.266639709E-2,2.009016275E-1
4.195539568E1,-2.419826686E-1,-5.750656128E-2,2.012971640E-1
4.196038016E1,-3.254100084E-1,-4.210567474E-2,2.161781788E-1
4.196536464E1,-3.842057288E-1,-2.688121796E-2,2.406265736E-1
4.197034912E1,-4.232213795E-1,-7.067680359E-3,2.792091370E-1
4.197533359E1,-4.616056085E-1,-1.117515564E-2,2.937157154E-1
4.198031807E1,-4.849884510E-1,-1.527595520E-2,3.318752050E-1
4.198530255E1,-5.125619173E-1,-2.884387970E-2,3.363999128E-1
4.199028703E1,-5.300634503E-1,-3.756427765E-2,3.598592281E-1
4.199527151E1,-5.470874310E-1,-1.773262024E-2,3.640975952E-1
4.200025599E1,-5.731340647E-1,-2.834320068E-3,3.398289680E-1
4.200524047E1,-5.749481916E-1,7.164001465E-3,2.920930386E-1
4.201022495E1,-5.859798193E-1,2.180099487E-2,2.305848598E-1
4.201520943E1,-5.776098371E-1,2.677249908E-2,1.745152473E-1
4.202019391E1,-5.690534115E-1,7.932662964E-3,1.284890175E-1
4.202517839E1,-5.508059263E-1,-2.977180481E-2,9.716880322E-2
4.203016286E1,-5.466665030E-1,-4.819774628E-2,5.669760704E-2
4.203514734E1,-5.186849833E-1,-7.600021362E-2,5.945217609E-2
4.204013182E1,-5.049818754E-1,-7.987785339E-2,5.290079117E-2
4.204511630E1,-4.817370772E-1,-8.852672577E-2,5.141580105E-2
4.205010078E1,-4.158832431E-1,-9.713459015E-2,5.960011482E-2
4.205508526E1,-3.268345594E-1,-8.195495605E-2,5.836868286E-2
4.206006974E1,-2.244573236E-1,-7.642459869E-2,7.158541679E-2
4.206505422E1,-1.515723467E-1,-5.194282532E-2,5.148363113E-2
4.207003870E1,-6.532567739E-2,-2.294540405E-2,1.279735565E-2
4.207502318E1,1.026403904E-2,5.787849426E-3,-5.854654312E-2
4.208000766E1,8.482325077E-2,5.323314667E-2,-9.569370747E-2
4.208499214E1,1.725450754E-1,6.223773956E-2,-9.882688522E-2
4.208997662E1,2.542860806E-1,8.538627625E-2,-3.516352177E-2
4.209496109E1,2.876019180E-1,7.984352112E-2,7.556462288E-2
4.209994557E1,2.682388127E-1,9.815406799E-2,1.375621557E-1
4.210493005E1,2.252537906E-1,9.265232086E-2,1.368525028E-1
4.210991453E1,1.874815822E-1,9.678745270E-2,8.334231377E-2
4.211489901E1,1.169472933E-1,7.722663879E-2,1.077616215E-2
4.211988349E1,8.970850706E-2,5.786895752E-2,-7.090950012E-2
4.212486797E1,6.753218174E-2,2.917289734E-2,-1.614251137E-1
4.212985245E1,5.993777514E-2,5.447387695E-3,-2.226482630E-1
4.213483693E1,1.142881513E-1,-3.235149384E-2,-2.595202923E-1
4.213982135E1,1.778927445E-1,-5.565357208E-2,-2.815409899E-1
4.214480578E1,2.933357656E-1,-6.458377838E-2,-2.745459080E-1
4.214979021E1,3.650596142E-1,-4.975986481E-2,-2.435113192E-1
4.215477464E1,4.266737401E-1,-3.035736084E-2,-1.839793921E-1
4.215975906E1,5.067389607E-1,7.878303528E-3,-1.201941967E-1
4.216474349E1,5.719348788E-1,3.631591797E-2,-6.655788422E-2
4.216972792E1,6.412528753E-1,6.459045410E-2,-2.327203751E-2
4.217471234E1,7.242017984E-1,4.525470734E-2,3.874301910E-5
4.217969677E1,7.731148005E-1,1.670551300E-2,8.244633675E-3
